,Unnamed: 0,Unnamed: 0.1,GenderSelect,Country,Age,EmploymentStatus,CodeWriter,CareerSwitcher,CurrentJobTitleSelect,TitleFit,CurrentEmployerType,MLToolNextYearSelect,MLMethodNextYearSelect,LanguageRecommendationSelect,PublicDatasetsSelect,LearningPlatformSelect,LearningPlatformUsefulnessCourses,BlogsPodcastsNewslettersSelect,LearningDataScienceTime,JobSkillImportanceBigData,JobSkillImportanceDegree,JobSkillImportanceStats,JobSkillImportanceEnterpriseTools,JobSkillImportancePython,JobSkillImportanceR,JobSkillImportanceSQL,JobSkillImportanceKaggleRanking,JobSkillImportanceMOOC,JobSkillImportanceVisualizations,HardwarePersonalProjectsSelect,TimeSpentStudying,ProveKnowledgeSelect,DataScienceIdentitySelect,FormalEducation,MajorSelect,Tenure,PastJobTitlesSelect,FirstTrainingSelect,LearningCategorySelftTaught,LearningCategoryOnlineCourses,LearningCategoryWork,LearningCategoryUniversity,LearningCategoryKaggle,LearningCategoryOther,MLSkillsSelect,MLTechniquesSelect,ParentsEducation,EmployerIndustry,JobSearchResource,JobHuntTime,JobFactorLearning,JobFactorSalary,JobFactorOffice,JobFactorLanguages,JobFactorCommute,JobFactorManagement,JobFactorExperienceLevel,JobFactorDepartment,JobFactorTitle,JobFactorCompanyFunding,JobFactorImpact,JobFactorRemote,JobFactorIndustry,JobFactorLeaderReputation,JobFactorDiversity,JobFactorPublishingOpportunity
332,332,332,Male,United States,53.0,Employed full-time,No,Yes,Software Developer/Software Engineer,Fine,Employed by a company that doesn't perform advanced analytics,R,Deep learning,R,Dataset aggregator/platform (i.e. Socrata/Kaggle Datasets/data.world/etc.),"Blogs,Kaggle,Newsletters,Online courses,YouTube Videos",Very useful,"DataTau News Aggregator,R Bloggers Blog Aggregator",3-5 years,,Nice to have,Nice to have,Nice to have,Necessary,Necessary,Necessary,Nice to have,Nice to have,Nice to have,"Gaming Laptop (Laptop + CUDA capable GPU),Laptop + Cloud service (AWS, Azure, GCE ...)",2 - 10 hours,Online Courses and Certifications,Sort of (Explain more),Master's degree,Electrical Engineering,3 to 5 years,"DBA/Database Engineer,Software Developer/Software Engineer","Online courses (coursera, udemy, edx, etc.)",40.0,40.0,0.0,0.0,20.0,0.0,"Supervised Machine Learning (Tabular Data),Unsupervised Learning","Decision Trees - Gradient Boosted Machines,Decision Trees - Random Forests,Logistic Regression",A bachelor's degree,Retail,,0,Somewhat important,Somewhat important,Somewhat important,Very Important,Very Important,Very Important,Very Important,Somewhat important,Very Important,Somewhat important,Somewhat important,Very Important,Somewhat important,Somewhat important,Somewhat important,Somewhat important
333,333,333,Male,United States,38.0,Employed full-time,No,Yes,Scientist/Researcher,Fine,Employed by professional services/consulting firm,Jupyter notebooks,Deep learning,Python,Google Search,"Official documentation,Online courses,Stack Overflow Q&A",Very useful,O'Reilly Data Newsletter,1-2 years,Nice to have,Unnecessary,Necessary,Unnecessary,Necessary,Nice to have,Nice to have,Nice to have,Nice to have,Necessary,"Gaming Laptop (Laptop + CUDA capable GPU),Traditional Workstation",2 - 10 hours,Online Courses and Certifications,Yes,Doctoral degree,Biology,1 to 2 years,Other,Self-taught,100.0,0.0,0.0,0.0,0.0,0.0,"Supervised Machine Learning (Tabular Data),Unsupervised Learning","Bayesian Techniques,Gradient Boosting,Logistic Regression,Support Vector Machines (SVMs)",High school,Other,Searching general-purpose job board,0,Somewhat important,Very Important,Somewhat important,Very Important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Not important,Not important,Somewhat important
334,334,334,Male,United States,54.0,Employed full-time,No,Yes,Software Developer/Software Engineer,Perfectly,Employed by professional services/consulting firm,TensorFlow,Deep learning,Python,"Government website,I collect my own data (e.g. web-scraping),University/Non-profit research group websites","Arxiv,Blogs,Official documentation,Online courses,Personal Projects,Textbook",Very useful,,3-5 years,Necessary,Unnecessary,Nice to have,Unnecessary,Necessary,Nice to have,Necessary,Nice to have,Nice to have,Unnecessary,"Basic laptop (Macbook),Workstation + Cloud service",2 - 10 hours,Github Portfolio,Sort of (Explain more),Bachelor's degree,Electrical Engineering,3 to 5 years,"Computer Scientist,Engineer,Programmer,Software Developer/Software Engineer,Other","Online courses (coursera, udemy, edx, etc.)",50.0,50.0,0.0,0.0,0.0,0.0,"Recommendation Engines,Reinforcement learning,Supervised Machine Learning (Tabular Data),Unsupervised Learning","Bayesian Techniques,Evolutionary Approaches,Logistic Regression,Neural Networks - CNNs,Neural Networks - GANs,Neural Networks - RNNs","Some college/university study, no bachelor's degree",Technology,Tech-specific job board,0,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Not important,Somewhat important,Very Important,Not important,Not important
335,335,335,Male,United States,23.0,Employed full-time,No,Yes,Business Analyst,Fine,Employed by professional services/consulting firm,R,Text Mining,R,Google Search,"College/University,Kaggle,Online courses,Personal Projects,Stack Overflow Q&A,Textbook,Trade book",Somewhat useful,,3-5 years,Nice to have,Nice to have,Nice to have,Nice to have,Nice to have,Nice to have,Nice to have,Nice to have,Nice to have,Nice to have,"Basic laptop (Macbook),Traditional Workstation",0 - 1 hour,Online Courses and Certifications,No,Master's degree,,1 to 2 years,,University courses,10.0,15.0,0.0,75.0,0.0,0.0,,"Decision Trees - Gradient Boosted Machines,Decision Trees - Random Forests",A bachelor's degree,Other,Tech-specific job board,1-2,Very Important,Very Important,Somewhat important,Very Important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Very Important,Somewhat important,Somewhat important,Somewhat important,Somewhat important
336,336,336,Female,United States,27.0,Employed part-time,No,Yes,Engineer,Fine,Employed by college or university,TensorFlow,Other,Python,"Government website,University/Non-profit research group websites","College/University,Kaggle,Official documentation,Online courses,Stack Overflow Q&A,YouTube Videos",Very useful,Becoming a Data Scientist Podcast,< 1 year,Necessary,Nice to have,Necessary,Nice to have,Necessary,Nice to have,Nice to have,Nice to have,Unnecessary,Nice to have,"Laptop + Cloud service (AWS, Azure, GCE ...),Traditional Workstation",2 - 10 hours,Online Courses and Certifications,Sort of (Explain more),Master's degree,Engineering (non-computer focused),Less than a year,"DBA/Database Engineer,Engineer,Researcher",University courses,30.0,30.0,3.0,30.0,7.0,0.0,"Outlier detection (e.g. Fraud detection),Time Series,Unsupervised Learning,Other (please specify; separate by semi-colon)","Decision Trees - Gradient Boosted Machines,Decision Trees - Random Forests,Logistic Regression,Support Vector Machines (SVMs),Other (please specify; separate by semi-colon)","Some college/university study, no bachelor's degree",Academic,Tech-specific job board,0,,,,,,,,,,,,,,,,
337,337,337,Male,United States,27.0,Employed full-time,No,Yes,Software Developer/Software Engineer,Perfectly,Employed by a company that doesn't perform advanced analytics,R,Genetic & Evolutionary Algorithms,R,Dataset aggregator/platform (i.e. Socrata/Kaggle Datasets/data.world/etc.),"Blogs,Kaggle,Newsletters,Official documentation,Online courses,Personal Projects,Podcasts,Stack Overflow Q&A",Very useful,Other (Separate different answers with semicolon),< 1 year,Unnecessary,Nice to have,Nice to have,Nice to have,Nice to have,Necessary,Necessary,Unnecessary,Unnecessary,Necessary,Workstation + Cloud service,0 - 1 hour,,No,Bachelor's degree,Other,Less than a year,Software Developer/Software Engineer,"Online courses (coursera, udemy, edx, etc.)",20.0,70.0,0.0,10.0,0.0,0.0,,,A bachelor's degree,Retail,"Asking friends, family members, or former colleagues for leads",0,Somewhat important,Very Important,Very Important,Somewhat important,Not important,Somewhat important,Somewhat important,Not important,Not important,Very Important,Somewhat important,Very Important,Somewhat important,Somewhat important,Not important,Not important
338,338,338,Male,United States,46.0,Employed full-time,No,Yes,Programmer,Fine,Employed by professional services/consulting firm,,,,,,,,,,,,,,,,,,,,,,No,Master's degree,,1 to 2 years,"Programmer,Software Developer/Software Engineer","Online courses (coursera, udemy, edx, etc.)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
339,339,339,Male,United States,26.0,Employed full-time,No,Yes,Software Developer/Software Engineer,Perfectly,Employed by professional services/consulting firm,TensorFlow,,Python,"Dataset aggregator/platform (i.e. Socrata/Kaggle Datasets/data.world/etc.),Government website,University/Non-profit research group websites","Arxiv,Blogs,Kaggle,Online courses,Personal Projects,Textbook",Somewhat useful,"FastML Blog,No Free Hunch Blog",1-2 years,Nice to have,Nice to have,Nice to have,Unnecessary,Nice to have,Nice to have,Necessary,Nice to have,Unnecessary,Nice to have,Gaming Laptop (Laptop + CUDA capable GPU),2 - 10 hours,Experience from work in a company related to ML,No,Master's degree,"Information technology, networking, or system administration",Less than a year,"Programmer,Software Developer/Software Engineer","Online courses (coursera, udemy, edx, etc.)",40.0,30.0,0.0,20.0,10.0,0.0,"Computer Vision,Natural Language Processing,Supervised Machine Learning (Tabular Data)","Bayesian Techniques,Hidden Markov Models HMMs,Markov Logic Networks",High school,Hospitality/Entertainment/Sports,"Asking friends, family members, or former colleagues for leads",0,Very Important,Somewhat important,Very Important,Very Important,Somewhat important,Very Important,Somewhat important,Very Important,Somewhat important,Very Important,Very Important,Not important,Somewhat important,Somewhat important,Somewhat important,Very Important
340,340,340,Male,United States,38.0,Employed full-time,No,Yes,DBA/Database Engineer,Fine,Employed by a company that doesn't perform advanced analytics,R,Cluster Analysis,SQL,Other,"Kaggle,Personal Projects,Other",,Other (Separate different answers with semicolon),< 1 year,Nice to have,Nice to have,Necessary,Nice to have,Nice to have,Necessary,Nice to have,Unnecessary,Nice to have,Necessary,Other,2 - 10 hours,Experience from work in a company related to ML,No,Bachelor's degree,"Information technology, networking, or system administration",Less than a year,"Business Analyst,Data Analyst,DBA/Database Engineer,Other",Self-taught,100.0,0.0,0.0,0.0,0.0,0.0,Outlier detection (e.g. Fraud detection),Other (please specify; separate by semi-colon),No education,Other,Other,0,Very Important,Very Important,Not important,Very Important,Very Important,Very Important,Somewhat important,Somewhat important,Somewhat important,Very Important,Somewhat important,Very Important,Very Important,Very Important,Very Important,Very Important
341,341,341,Female,United States,28.0,Employed full-time,No,Yes,Machine Learning Engineer,Fine,Employed by a company that doesn't perform advanced analytics,,,,,,,,,,,,,,,,,,,,,,Yes,Master's degree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342,342,342,Male,United States,50.0,Employed full-time,No,Yes,Machine Learning Engineer,Fine,Employed by company that makes advanced analytic software,TensorFlow,Neural Nets,Python,Dataset aggregator/platform (i.e. Socrata/Kaggle Datasets/data.world/etc.),Personal Projects,,,1-2 years,Necessary,Nice to have,Nice to have,Nice to have,Necessary,Nice to have,Nice to have,Nice to have,Nice to have,Nice to have,Basic laptop (Macbook),0 - 1 hour,Experience from work in a company related to ML,No,Bachelor's degree,Electrical Engineering,3 to 5 years,"Engineer,Programmer,Software Developer/Software Engineer",Work,60.0,0.0,40.0,0.0,0.0,0.0,Supervised Machine Learning (Tabular Data),Decision Trees - Random Forests,A bachelor's degree,Technology,Company's Web site/job listing page,0,Somewhat important,Somewhat important,Somewhat important,Very Important,Somewhat important,Somewhat important,Not important,Somewhat important,,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important
343,343,343,Male,United States,61.0,Employed full-time,No,Yes,Business Analyst,Fine,Employed by a company that doesn't perform advanced analytics,TensorFlow,Factor Analysis,Python,Dataset aggregator/platform (i.e. Socrata/Kaggle Datasets/data.world/etc.),"Kaggle,Online courses,Personal Projects,Stack Overflow Q&A,Textbook,YouTube Videos",Somewhat useful,,3-5 years,Nice to have,Nice to have,Nice to have,Necessary,Nice to have,Nice to have,Nice to have,Nice to have,Unnecessary,Nice to have,Traditional Workstation,2 - 10 hours,PhD,No,Doctoral degree,Engineering (non-computer focused),More than 10 years,"Operations Research Practitioner,Statistician","Online courses (coursera, udemy, edx, etc.)",20.0,60.0,0.0,0.0,20.0,0.0,"Supervised Machine Learning (Tabular Data),Time Series","Bayesian Techniques,Logistic Regression","Some college/university study, no bachelor's degree",Other,Meeting with recruiters who've contacted you directly,1-2,Somewhat important,Very Important,Somewhat important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Somewhat important,Very Important,Somewhat important,Not important,Very Important,Not important,Somewhat important
344,344,344,Male,United States,32.0,Employed full-time,No,Yes,Software Developer/Software Engineer,Fine,Employed by a company that doesn't perform advanced analytics,TensorFlow,Neural Nets,Python,Dataset aggregator/platform (i.e. Socrata/Kaggle Datasets/data.world/etc.),Online courses,Somewhat useful,"Data Elixir Newsletter,FlowingData Blog,Statistical Modeling, Causal Inference, and Social Science Blog (Andrew Gelman)",1-2 years,Nice to have,Nice to have,Nice to have,Nice to have,Necessary,Necessary,Nice to have,Nice to have,Nice to have,Nice to have,"Gaming Laptop (Laptop + CUDA capable GPU),Traditional Workstation",2 - 10 hours,Online Courses and Certifications,No,Master's degree,Computer Science,1 to 2 years,Software Developer/Software Engineer,"Online courses (coursera, udemy, edx, etc.)",30.0,70.0,0.0,0.0,0.0,0.0,Computer Vision,Neural Networks - CNNs,A bachelor's degree,Technology,Company's Web site/job listing page,0,Very Important,Very Important,Not important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Very Important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important
345,345,345,Female,United States,30.0,Employed full-time,No,Yes,Other,Fine,Employed by a company that performs advanced analytics,Amazon Machine Learning,I don't plan on learning a new ML/DS method,SQL,Dataset aggregator/platform (i.e. Socrata/Kaggle Datasets/data.world/etc.),College/University,,R Bloggers Blog Aggregator,3-5 years,Necessary,Nice to have,Nice to have,Necessary,Necessary,Necessary,Necessary,Unnecessary,Unnecessary,Necessary,"Laptop + Cloud service (AWS, Azure, GCE ...)",11 - 39 hours,Master's degree,No,Master's degree,Mathematics or statistics,1 to 2 years,,University courses,30.0,10.0,0.0,60.0,0.0,0.0,"Natural Language Processing,Supervised Machine Learning (Tabular Data),Time Series","Decision Trees - Gradient Boosted Machines,Decision Trees - Random Forests,Ensemble Methods,Logistic Regression,Support Vector Machines (SVMs)",A master's degree,Other,,,,,,,,,,,,,,,,,,
346,346,346,Female,United States,48.0,Employed full-time,No,Yes,Other,Perfectly,Employed by a company that doesn't perform advanced analytics,Amazon Machine Learning,Neural Nets,Python,University/Non-profit research group websites,"Arxiv,Blogs,Conferences,Friends network,Online courses,Textbook",Somewhat useful,FlowingData Blog,3-5 years,Nice to have,,Necessary,,Necessary,Nice to have,Nice to have,Unnecessary,Unnecessary,Nice to have,Traditional Workstation,2 - 10 hours,Experience from work in a company related to ML,No,Master's degree,Computer Science,3 to 5 years,"Computer Scientist,Software Developer/Software Engineer",University courses,0.0,5.0,45.0,50.0,0.0,0.0,"Machine Translation,Natural Language Processing,Speech Recognition,Supervised Machine Learning (Tabular Data),Unsupervised Learning","Bayesian Techniques,Decision Trees - Gradient Boosted Machines,Decision Trees - Random Forests,Hidden Markov Models HMMs,Logistic Regression","Some college/university study, no bachelor's degree",Technology,Tech-specific job board,1-2,Somewhat important,Very Important,Somewhat important,Not important,Somewhat important,Somewhat important,Somewhat important,Very Important,Very Important,Somewhat important,Somewhat important,Not important,Somewhat important,Somewhat important,Somewhat important,Somewhat important
347,347,347,Male,United States,57.0,Employed full-time,No,Yes,Engineer,Fine,Employed by government,Spark / MLlib,Deep learning,Python,"GitHub,Google Search",Personal Projects,,,1-2 years,Necessary,Nice to have,Necessary,Unnecessary,Nice to have,Nice to have,Nice to have,Nice to have,Nice to have,Nice to have,"Basic laptop (Macbook),Workstation + Cloud service",11 - 39 hours,Github Portfolio,No,Master's degree,Engineering (non-computer focused),1 to 2 years,Engineer,Self-taught,90.0,10.0,0.0,0.0,0.0,0.0,Time Series,,"Some college/university study, no bachelor's degree",Military/Security,Company's Web site/job listing page,1-2,Very Important,Very Important,Somewhat important,Very Important,Somewhat important,Very Important,Somewhat important,Somewhat important,Somewhat important,Very Important,Very Important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Very Important
348,348,348,Male,United States,48.0,"Independent contractor, freelancer, or self-employed",No,Yes,Other,Fine,Employed by college or university,Python,Bayesian Methods,Python,GitHub,"Blogs,Conferences,Friends network,Kaggle,Personal Projects,Podcasts,Stack Overflow Q&A,Textbook",,"Linear Digressions Podcast,O'Reilly Data Newsletter,R Bloggers Blog Aggregator",1-2 years,Nice to have,Nice to have,Necessary,Necessary,Nice to have,Nice to have,Nice to have,Nice to have,Unnecessary,Unnecessary,"Basic laptop (Macbook),Laptop + Cloud service (AWS, Azure, GCE ...)",2 - 10 hours,Experience from work in a company related to ML,No,Doctoral degree,Other,1 to 2 years,,"Online courses (coursera, udemy, edx, etc.)",60.0,40.0,0.0,0.0,0.0,0.0,,,A doctoral degree,Academic,Meeting with recruiters who've contacted you directly,1-2,Very Important,Somewhat important,Not important,Somewhat important,Very Important,Somewhat important,Very Important,Not important,Not important,Not important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Very Important,Somewhat important
349,349,349,Male,United States,24.0,Employed full-time,No,Yes,Data Analyst,Fine,Employed by a company that doesn't perform advanced analytics,Amazon Machine Learning,Time Series Analysis,Python,University/Non-profit research group websites,"College/University,Kaggle,Personal Projects,Stack Overflow Q&A,Textbook",,"KDnuggets Blog,O'Reilly Data Newsletter",1-2 years,,Nice to have,Nice to have,Nice to have,Necessary,Nice to have,Nice to have,Nice to have,Necessary,Nice to have,Basic laptop (Macbook),2 - 10 hours,Experience from work in a company related to ML,No,Master's degree,,1 to 2 years,"Business Analyst,Data Analyst",Kaggle competitions,0.0,25.0,0.0,15.0,60.0,0.0,Supervised Machine Learning (Tabular Data),"Decision Trees - Random Forests,Logistic Regression",A doctoral degree,Financial,Tech-specific job board,0,Very Important,Very Important,Very Important,Very Important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Very Important,Somewhat important,Very Important,Not important,Very Important,Somewhat important
350,350,350,Male,United States,23.0,Employed full-time,No,Yes,Data Scientist,Poorly,Employed by company that makes advanced analytic software,DataRobot,,,,Blogs,,,< 1 year,,,,,,,,,,,,,,,Bachelor's degree,Physics,1 to 2 years,Engineer,Self-taught,100.0,0.0,0.0,0.0,0.0,0.0,,,"Some college/university study, no bachelor's degree",Technology,Meeting with recruiters who've contacted you directly,,,,,,,,,,,,,,,,,
351,351,351,Female,United States,20.0,Employed part-time,No,Yes,Scientist/Researcher,Fine,Employed by college or university,Python,Neural Nets,Python,University/Non-profit research group websites,"College/University,Kaggle,Stack Overflow Q&A",,"Data Stories Podcast,FlowingData Blog",1-2 years,Necessary,Nice to have,Necessary,Nice to have,Necessary,Necessary,Nice to have,Nice to have,Nice to have,Nice to have,Basic laptop (Macbook),2 - 10 hours,Experience from work in a company related to ML,No,Some college/university study without earning a bachelor's degree,Biology,Less than a year,Researcher,University courses,0.0,40.0,0.0,60.0,0.0,0.0,,"Decision Trees - Random Forests,Logistic Regression",A professional degree,Retail,Career fair or on-campus recruiting event,1-2,Very Important,Somewhat important,Very Important,Somewhat important,Very Important,Very Important,Somewhat important,Somewhat important,Very Important,Somewhat important,Very Important,Not important,Somewhat important,Somewhat important,Very Important,Somewhat important
352,352,352,Male,United States,59.0,Employed full-time,No,Yes,Engineer,Fine,Employed by a company that doesn't perform advanced analytics,Other,Bayesian Methods,Python,Google Search,"Kaggle,Online courses,Podcasts,Textbook",Very useful,"KDnuggets Blog,Other (Separate different answers with semicolon)",1-2 years,Necessary,Necessary,Necessary,Nice to have,Nice to have,Nice to have,Nice to have,Nice to have,Necessary,Necessary,"Basic laptop (Macbook),Traditional Workstation",2 - 10 hours,Experience from work in a company related to ML,Sort of (Explain more),Bachelor's degree,Engineering (non-computer focused),1 to 2 years,Engineer,"Online courses (coursera, udemy, edx, etc.)",10.0,85.0,0.0,0.0,5.0,0.0,"Recommendation Engines,Supervised Machine Learning (Tabular Data),Unsupervised Learning","Decision Trees - Gradient Boosted Machines,Decision Trees - Random Forests,Logistic Regression",High school,Other,Searching general-purpose job board,1-2,Very Important,Very Important,Very Important,Very Important,Very Important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Very Important,Somewhat important,Somewhat important,Not important,Somewhat important,Not important,Not important
353,353,353,Male,United States,35.0,Employed full-time,No,Yes,Other,Poorly,Employed by a company that performs advanced analytics,RapidMiner (commercial version),Deep learning,,"Dataset aggregator/platform (i.e. Socrata/Kaggle Datasets/data.world/etc.),Government website",,,,,,,,,,,,,,,,,,Yes,Master's degree,Computer Science,I don't write code to analyze data,"Business Analyst,Data Analyst,Data Miner,Operations Research Practitioner",Self-taught,100.0,,0.0,0.0,0.0,0.0,Recommendation Engines,Bayesian Techniques,A master's degree,Pharmaceutical,,,,,,,,,,,,,,,,,,
354,354,354,Female,United States,19.0,Employed full-time,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355,355,355,Male,United States,27.0,Employed full-time,No,Yes,Software Developer/Software Engineer,Fine,Employed by professional services/consulting firm,Spark / MLlib,Deep learning,Scala,"Dataset aggregator/platform (i.e. Socrata/Kaggle Datasets/data.world/etc.),University/Non-profit research group websites","Arxiv,Blogs,College/University",,,1-2 years,Nice to have,Nice to have,Nice to have,Unnecessary,Unnecessary,Unnecessary,Nice to have,Nice to have,Nice to have,Necessary,"GPU accelerated Workstation,Workstation + Cloud service",2 - 10 hours,,No,Master's degree,Engineering (non-computer focused),Less than a year,Software Developer/Software Engineer,"Online courses (coursera, udemy, edx, etc.)",0.0,25.0,0.0,75.0,0.0,0.0,"Reinforcement learning,Supervised Machine Learning (Tabular Data)",Logistic Regression,A master's degree,Insurance,,,,,,,,,,,,,,,,,,
356,356,356,Male,United States,47.0,Employed full-time,No,Yes,Engineer,Fine,Employed by a company that performs advanced analytics,Other,Social Network Analysis,Python,Dataset aggregator/platform (i.e. Socrata/Kaggle Datasets/data.world/etc.),"College/University,Friends network,Kaggle",,"KDnuggets Blog,No Free Hunch Blog",3-5 years,Necessary,Nice to have,Necessary,Unnecessary,Nice to have,Nice to have,Nice to have,Nice to have,Unnecessary,Necessary,"GPU accelerated Workstation,Laptop + Cloud service (AWS, Azure, GCE ...)",2 - 10 hours,Kaggle Competitions,Yes,Master's degree,Computer Science,More than 10 years,"Computer Scientist,Engineer,Programmer",University courses,30.0,0.0,0.0,60.0,10.0,0.0,"Outlier detection (e.g. Fraud detection),Reinforcement learning,Time Series","Decision Trees - Gradient Boosted Machines,Gradient Boosting,Neural Networks - CNNs,Neural Networks - RNNs",High school,Internet-based,Meeting with recruiters who've contacted you directly,1-2,Very Important,Very Important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Very Important,Not important,Somewhat important,Somewhat important,Very Important,Somewhat important,Not important,Somewhat important,Somewhat important,Not important
357,357,357,Male,United States,43.0,Employed full-time,No,Yes,DBA/Database Engineer,Perfectly,Employed by college or university,TensorFlow,Deep learning,Python,Government website,Online courses,Very useful,"FlowingData Blog,O'Reilly Data Newsletter",1-2 years,Nice to have,Nice to have,Necessary,Nice to have,Necessary,Nice to have,Necessary,Nice to have,Nice to have,Nice to have,Traditional Workstation,2 - 10 hours,Kaggle Competitions,No,Master's degree,Engineering (non-computer focused),I don't write code to analyze data,DBA/Database Engineer,"Online courses (coursera, udemy, edx, etc.)",10.0,90.0,0.0,0.0,0.0,0.0,Supervised Machine Learning (Tabular Data),Logistic Regression,A bachelor's degree,Other,Meeting with recruiters who've contacted you directly,0,Very Important,Very Important,Very Important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Not important,Somewhat important,Somewhat important,Somewhat important
358,358,358,Male,United States,24.0,Employed full-time,No,Yes,Software Developer/Software Engineer,Fine,Employed by a company that doesn't perform advanced analytics,R,Deep learning,R,,Online courses,Very useful,,< 1 year,Nice to have,Nice to have,Nice to have,Nice to have,Nice to have,Nice to have,Nice to have,Nice to have,Nice to have,Nice to have,Basic laptop (Macbook),2 - 10 hours,Online Courses and Certifications,No,Bachelor's degree,A social science,Less than a year,,"Online courses (coursera, udemy, edx, etc.)",0.0,100.0,0.0,0.0,0.0,0.0,,,"Some college/university study, no bachelor's degree",Internet-based,,0,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Not important
359,359,359,Male,United States,23.0,Employed part-time,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360,360,360,Male,United States,49.0,Employed full-time,No,Yes,Software Developer/Software Engineer,Poorly,Employed by professional services/consulting firm,TensorFlow,Deep learning,Julia,I collect my own data (e.g. web-scraping),"Arxiv,Blogs,Stack Overflow Q&A,YouTube Videos",,R Bloggers Blog Aggregator,3-5 years,Nice to have,Unnecessary,Nice to have,Unnecessary,Necessary,Nice to have,Nice to have,Nice to have,Unnecessary,Unnecessary,Basic laptop (Macbook),2 - 10 hours,Experience from work in a company related to ML,No,Some college/university study without earning a bachelor's degree,Electrical Engineering,More than 10 years,Programmer,Self-taught,100.0,0.0,0.0,0.0,0.0,0.0,"Supervised Machine Learning (Tabular Data),Time Series","Neural Networks - CNNs,Neural Networks - GANs,Neural Networks - RNNs,Support Vector Machines (SVMs)",,Technology,Searching general-purpose job board,0,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important
361,361,361,Female,United States,25.0,Employed part-time,No,Yes,Other,Poorly,Employed by non-profit or NGO,Python,Regression,Other,University/Non-profit research group websites,"College/University,Online courses",Very useful,,1-2 years,Nice to have,Necessary,Nice to have,Unnecessary,Nice to have,Nice to have,Nice to have,Nice to have,Necessary,Unnecessary,Gaming Laptop (Laptop + CUDA capable GPU),0 - 1 hour,Online Courses and Certifications,Sort of (Explain more),Some college/university study without earning a bachelor's degree,Other,Less than a year,I haven't started working yet,University courses,50.0,40.0,0.0,10.0,0.0,0.0,Unsupervised Learning,Other (please specify; separate by semi-colon),High school,Non-profit,Tech-specific job board,1-2,Somewhat important,Somewhat important,Very Important,Very Important,Somewhat important,Very Important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Very Important,Somewhat important,Not important,Somewhat important,Very Important,Somewhat important
362,362,362,Male,United States,55.0,Employed full-time,No,Yes,Other,Fine,Self-employed,SQL,,R,"Google Search,Government website",Textbook,,,< 1 year,Nice to have,Nice to have,Necessary,Unnecessary,Nice to have,Nice to have,Nice to have,Nice to have,Nice to have,Unnecessary,Basic laptop (Macbook),2 - 10 hours,Online Courses and Certifications,No,Doctoral degree,Psychology,I don't write code to analyze data,Researcher,Self-taught,98.0,0.0,0.0,0.0,2.0,0.0,Unsupervised Learning,Logistic Regression,"Some college/university study, no bachelor's degree",Other,Company's Web site/job listing page,0,Somewhat important,Not important,Not important,Very Important,Not important,Not important,Not important,,Very Important,Not important,Very Important,Somewhat important,Not important,Somewhat important,Somewhat important,Somewhat important
